Frame Number,Timecode,delta_hue,delta_lum,delta_hsv_avg,delta_sat
1,00:00:00.033,0.148271604938,0.00611111111111,0.0661008230453,0.0439197530864
2,00:00:00.066,0.116543209877,0.0150925925926,0.052633744856,0.0262654320988
3,00:00:00.100,0.012962962963,0.0020987654321,0.00528806584362,0.000802469135802
4,00:00:00.133,0.0161111111111,0.000123456790123,0.00558641975309,0.000524691358025
5,00:00:00.166,0.013024691358,6.17283950617e-05,0.00444444444444,0.000246913580247
6,00:00:00.200,0.00802469135802,0.00237654320988,0.00372427983539,0.000771604938272
7,00:00:00.233,33.0453703704,3.92108024691,12.6811831276,1.07709876543
8,00:00:00.266,28.4711419753,5.89814814815,12.1190020576,1.98771604938
9,00:00:00.300,13.4557716049,7.32790123457,7.61641975309,2.06558641975
10,00:00:00.333,14.3571296296,9.42589506173,8.76023662551,2.49768518519
11,00:00:00.367,15.3907716049,9.5475,9.57038065844,3.77287037037
12,00:00:00.400,11.7462037037,10.2635802469,8.39494855967,3.1750617284
13,00:00:00.433,13.5363580247,10.7412345679,9.37881687243,3.85885802469
14,00:00:00.467,10.8635185185,10.832191358,8.6546399177,4.26820987654
15,00:00:00.500,12.7295987654,11.4914814815,9.53387860082,4.38055555556
16,00:00:00.533,11.3362345679,11.5780864198,9.30906378601,5.01287037037
17,00:00:00.567,9.0412345679,10.9840740741,8.27433127572,4.79768518519
18,00:00:00.600,8.7912654321,10.1174074074,7.85682098765,4.66179012346
19,00:00:00.633,7.25694444444,9.02160493827,6.88553497942,4.37805555556
20,00:00:00.667,5.92524691358,6.89824074074,5.56398148148,3.86845679012
21,00:00:00.700,4.63287037037,5.34611111111,4.44048353909,3.3424691358
22,00:00:00.734,1.25882716049,0.661574074074,0.884897119342,0.734290123457
23,00:00:00.767,0.81287037037,0.281697530864,0.488343621399,0.370462962963
24,00:00:00.800,5.11021604938,0.873271604938,2.34369341564,1.04759259259
25,00:00:00.834,0.668456790123,0.10287037037,0.310360082305,0.15975308642
