Frame Number,Timecode,delta_hue,delta_lum,delta_hsv_avg,delta_sat
1,00:00:00.033,0.509475308642,0.0431790123457,0.216234567901,0.096049382716
2,00:00:00.066,0.38762345679,0.116728395062,0.244002057613,0.227654320988
3,00:00:00.100,0.206419753086,0.0349382716049,0.102777777778,0.066975308642
4,00:00:00.133,0.0750617283951,0.0126234567901,0.0371502057613,0.0237654320988
5,00:00:00.166,0.0529320987654,0.013549382716,0.0289814814815,0.020462962963
6,00:00:00.200,0.274104938272,0.130432098765,0.20462962963,0.209351851852
7,00:00:00.233,0.0627777777778,0.0119444444444,0.0426131687243,0.0531172839506
8,00:00:00.266,0.320401234568,0.193734567901,0.270967078189,0.298765432099
9,00:00:00.300,0.154938271605,0.024537037037,0.0833230452675,0.0704938271605
10,00:00:00.333,0.245401234568,0.152561728395,0.201203703704,0.205648148148
11,00:00:00.367,0.00524691358025,0.0178703703704,0.0167695473251,0.0271913580247
12,00:00:00.400,0.162808641975,0.0881172839506,0.136378600823,0.158209876543
13,00:00:00.433,0.156265432099,0.0154938271605,0.0702880658436,0.0391049382716
14,00:00:00.467,0.283055555556,0.128271604938,0.222242798354,0.255401234568
15,00:00:00.500,0.0556790123457,0.0178086419753,0.0406378600823,0.0484259259259
16,00:00:00.533,0.211049382716,0.139444444444,0.182438271605,0.196820987654
17,00:00:00.567,0.106697530864,0.0118209876543,0.0494341563786,0.0297839506173
18,00:00:00.600,0.36462962963,0.174259259259,0.275658436214,0.288086419753
19,00:00:00.633,0.0286419753086,0.0109567901235,0.0206378600823,0.0223148148148
20,00:00:00.667,0.133395061728,0.121203703704,0.14695473251,0.186265432099
21,00:00:00.700,0.174845679012,0.0171604938272,0.0835082304527,0.0585185185185
22,00:00:00.734,0.247098765432,0.11475308642,0.18445473251,0.191512345679
23,00:00:00.767,0.0518518518519,0.0246604938272,0.0402057613169,0.0441049382716
24,00:00:00.800,0.313055555556,0.138950617284,0.233487654321,0.248456790123
25,00:00:00.834,0.430864197531,0.170555555556,0.286152263374,0.257037037037
26,00:00:00.867,0.224969135802,0.0218827160494,0.10628600823,0.0720061728395
27,00:00:00.900,0.304567901235,0.189814814815,0.257191358025,0.277191358025
28,00:00:00.934,0.0446296296296,0.0168827160494,0.0345679012346,0.0421913580247
29,00:00:00.967,0.32962962963,0.174814814815,0.257386831276,0.267716049383
30,00:00:01.001,0.0262962962963,0.00675925925926,0.0144341563786,0.0102469135802
31,00:00:01.034,0.365092592593,0.258641975309,0.329022633745,0.363333333333
32,00:00:01.067,0.0232716049383,0.0157407407407,0.0232613168724,0.0307716049383
33,00:00:01.101,0.236975308642,0.188765432099,0.232294238683,0.271141975309
34,00:00:01.134,0.0832098765432,0.0172839506173,0.0466563786008,0.039475308642
35,00:00:01.167,0.276790123457,0.161882716049,0.231604938272,0.256141975309
36,00:00:01.201,0.0488271604938,0.0107716049383,0.0263683127572,0.0195061728395
37,00:00:01.234,0.28549382716,0.200401234568,0.257705761317,0.287222222222
38,00:00:01.267,0.0353703703704,0.0200308641975,0.035853909465,0.0521604938272
39,00:00:01.301,0.194166666667,0.0918209876543,0.169053497942,0.221172839506
40,00:00:01.334,0.023950617284,0.00941358024691,0.0176028806584,0.0194444444444
41,00:00:01.368,0.200617283951,0.141358024691,0.189290123457,0.225895061728
42,00:00:01.401,0.0531481481481,0.00922839506173,0.0272325102881,0.0193209876543
43,00:00:01.434,0.296882716049,0.247407407407,0.279588477366,0.294475308642
44,00:00:01.468,0.15487654321,0.0182098765432,0.0802160493827,0.0675617283951
45,00:00:01.501,0.246327160494,0.21787037037,0.246872427984,0.276419753086
46,00:00:01.534,0.0577160493827,0.0120987654321,0.0386111111111,0.0460185185185
47,00:00:01.568,0.283209876543,0.247530864198,0.293436213992,0.349567901235
48,00:00:01.601,0.116728395062,0.025462962963,0.0736728395062,0.0788271604938
49,00:00:01.634,0.355771604938,0.230833333333,0.31066872428,0.345401234568
50,00:00:01.668,0.0253703703704,0.0121913580247,0.0185596707819,0.0181172839506
51,00:00:01.701,0.229475308642,0.192314814815,0.229804526749,0.26762345679
