Frame Number,Timecode,delta_hue,delta_lum,delta_hsv_avg,delta_sat
1,00:00:00.033,0.110679012346,0.0166666666667,0.048353909465,0.0177160493827
2,00:00:00.066,0.0614814814815,0.00817901234568,0.0278600823045,0.0139197530864
3,00:00:00.100,0.0198765432099,0.00324074074074,0.00972222222222,0.00604938271605
4,00:00:00.133,0.0322530864198,0.00351851851852,0.0142592592593,0.00700617283951
5,00:00:00.166,0.114598765432,0.0102469135802,0.0463683127572,0.0142592592593
6,00:00:00.200,0.0191975308642,0.00123456790123,0.00742798353909,0.00185185185185
7,00:00:00.233,0.0188580246914,0.000308641975309,0.00677983539095,0.00117283950617
8,00:00:00.266,0.00157407407407,0.00033950617284,0.000956790123457,0.000956790123457
9,00:00:00.300,0.0155864197531,0.0012037037037,0.00632716049383,0.00219135802469
10,00:00:00.333,0.0131790123457,0.000956790123457,0.00504115226337,0.000987654320988
11,00:00:00.367,0.000308641975309,0.000246913580247,0.000277777777778,0.000277777777778
12,00:00:00.400,0.000308641975309,0.000216049382716,0.000257201646091,0.000246913580247
13,00:00:00.433,0.0133950617284,0.00108024691358,0.00515432098765,0.000987654320988
14,00:00:00.467,0.0133641975309,0.000956790123457,0.00506172839506,0.000864197530864
15,00:00:00.500,0.000308641975309,0.000216049382716,0.000257201646091,0.000246913580247
16,00:00:00.533,0.000308641975309,0.000216049382716,0.000257201646091,0.000246913580247
17,00:00:00.567,0.0132716049383,0.000956790123457,0.00506172839506,0.000956790123457
18,00:00:00.600,0.00308641975309,0.000895061728395,0.00157407407407,0.000740740740741
19,00:00:00.633,0.00308641975309,0.000895061728395,0.00157407407407,0.000740740740741
20,00:00:00.667,18.9999382716,4.23694444444,8.02326131687,0.832901234568
21,00:00:00.700,23.3538888889,5.12595679012,9.97916666667,1.45765432099
22,00:00:00.734,18.3936419753,6.5800617284,8.99201646091,2.00234567901
23,00:00:00.767,15.7372530864,7.68512345679,8.47124485597,1.99135802469
24,00:00:00.800,25.1382098765,16.0423765432,15.6535802469,5.78015432099
25,00:00:00.834,14.1055246914,9.68058641975,8.91991769547,2.97364197531
26,00:00:00.867,16.0289814815,10.3355246914,9.95433127572,3.49848765432
27,00:00:00.900,14.025308642,10.6329938272,9.4783127572,3.77663580247
28,00:00:00.934,13.5191049383,10.424691358,9.40430041152,4.26910493827
29,00:00:00.967,12.9689814815,10.3280555556,9.1700617284,4.21314814815
30,00:00:01.001,11.0762037037,9.2487654321,8.22507201646,4.35024691358
31,00:00:01.034,9.04040123457,7.84734567901,6.82806584362,3.59645061728
32,00:00:01.067,6.85141975309,6.93172839506,5.73497942387,3.42179012346
33,00:00:01.101,5.48586419753,5.09067901235,4.43347736626,2.72388888889
34,00:00:01.134,4.62404320988,0.948302469136,2.16593621399,0.925462962963
35,00:00:01.167,1.20956790123,0.238796296296,0.605267489712,0.367438271605
36,00:00:01.201,1.3887037037,0.749938271605,0.933580246914,0.662098765432
37,00:00:01.234,1.70330246914,0.304228395062,0.829002057613,0.479475308642
38,00:00:01.267,1.95969135802,0.670216049383,1.08851851852,0.635648148148
39,00:00:01.301,0.503456790123,0.0772222222222,0.243436213992,0.14962962963
40,00:00:01.334,1.7862654321,0.610648148148,1.01161522634,0.637932098765
41,00:00:01.368,1.04537037037,0.133209876543,0.461923868313,0.207191358025
42,00:00:01.401,0.954351851852,0.458641975309,0.601358024691,0.391080246914
43,00:00:01.434,0.963302469136,0.101358024691,0.40737654321,0.157469135802
44,00:00:01.468,1.1649382716,0.355339506173,0.630823045267,0.372191358025
45,00:00:01.501,0.344598765432,0.0742592592593,0.180174897119,0.121666666667
46,00:00:01.534,0.591944444444,0.371049382716,0.413744855967,0.278240740741
47,00:00:01.568,1.84287037037,0.185030864198,0.800874485597,0.374722222222
48,00:00:01.601,1.68179012346,0.601543209877,0.983240740741,0.666388888889
49,00:00:01.634,0.345586419753,0.0490740740741,0.157047325103,0.0764814814815
50,00:00:01.668,1.00592592593,0.215679012346,0.502613168724,0.286234567901
51,00:00:01.701,0.275030864198,0.0313271604938,0.116759259259,0.0439197530864
52,00:00:01.735,0.135061728395,0.149691358025,0.135504115226,0.121759259259
53,00:00:01.768,1.19108024691,0.19237654321,0.564969135802,0.311450617284
54,00:00:01.801,0.32962962963,0.132191358025,0.201615226337,0.143024691358
55,00:00:01.835,0.43487654321,0.321975308642,0.329526748971,0.231728395062
56,00:00:01.868,0.10212962963,0.0253086419753,0.0538374485597,0.0340740740741
57,00:00:01.901,0.502530864198,0.296666666667,0.343261316872,0.230586419753
58,00:00:01.935,0.151543209877,0.0342592592593,0.0785185185185,0.0497530864198
59,00:00:01.968,1.59589506173,0.462037037037,0.834218106996,0.444722222222
60,00:00:02.002,0.669907407407,0.0628703703704,0.281018518519,0.110277777778
61,00:00:02.035,0.172932098765,0.263888888889,0.205442386831,0.17950617284
62,00:00:02.068,0.050462962963,0.0204938271605,0.0327880658436,0.0274074074074
63,00:00:02.102,0.313580246914,0.194413580247,0.222397119342,0.159197530864
64,00:00:02.135,0.0309259259259,0.0145679012346,0.0202366255144,0.0152160493827
65,00:00:02.168,0.148148148148,0.194475308642,0.168024691358,0.161450617284
66,00:00:02.202,0.23799382716,0.00950617283951,0.0868312757202,0.0129938271605
67,00:00:02.235,0.14512345679,0.242222222222,0.190277777778,0.183487654321
68,00:00:02.268,0.031975308642,0.0134259259259,0.0209259259259,0.0173765432099
69,00:00:02.302,0.278580246914,0.29475308642,0.2704218107,0.237932098765
70,00:00:02.335,0.178024691358,0.0432407407407,0.100010288066,0.0787654320988
71,00:00:02.369,0.36049382716,0.33787037037,0.337613168724,0.314475308642
72,00:00:02.402,0.0449382716049,0.0350925925926,0.0382510288066,0.0347222222222
73,00:00:02.435,0.261882716049,0.268549382716,0.248065843621,0.213765432099
74,00:00:02.469,0.0767901234568,0.0286419753086,0.0529938271605,0.053549382716
75,00:00:02.502,0.081450617284,0.160987654321,0.121450617284,0.121913580247
76,00:00:02.535,0.0204938271605,0.0275,0.0262242798354,0.0306790123457
77,00:00:02.569,0.0512037037037,0.0950925925926,0.0727674897119,0.0720061728395
78,00:00:02.602,0.0373148148148,0.0154320987654,0.0242386831276,0.0199691358025
79,00:00:02.635,0.0296913580247,0.10237654321,0.0681172839506,0.0722839506173
80,00:00:02.669,0.0189197530864,0.0157098765432,0.0189814814815,0.0223148148148
81,00:00:02.702,7.91234567901,0.304228395062,2.98426954733,0.736234567901
82,00:00:02.736,0.172654320988,0.0415432098765,0.0928703703704,0.0644135802469
83,00:00:02.769,0.236543209877,0.301604938272,0.238672839506,0.17787037037
84,00:00:02.802,0.0513888888889,0.0218518518519,0.0327572016461,0.0250308641975
85,00:00:02.836,0.443055555556,0.641574074074,0.475843621399,0.342901234568
86,00:00:02.869,0.229537037037,0.0333950617284,0.106502057613,0.0565740740741
87,00:00:02.902,0.643487654321,0.626265432099,0.557582304527,0.40299382716
88,00:00:02.936,0.0962654320988,0.0251234567901,0.05079218107,0.030987654321
89,00:00:02.969,0.53475308642,0.500925925926,0.461111111111,0.347654320988
90,00:00:03.003,0.0517283950617,0.0120987654321,0.025658436214,0.0131481481481
91,00:00:03.036,0.259907407407,0.303209876543,0.25945473251,0.21524691358
92,00:00:03.069,0.108827160494,0.0118209876543,0.0468209876543,0.0198148148148
93,00:00:03.103,0.378333333333,0.295895061728,0.312119341564,0.26212962963
94,00:00:03.136,0.0856790123457,0.0261111111111,0.0470164609053,0.0292592592593
95,00:00:03.169,0.349228395062,0.223395061728,0.254526748971,0.190956790123
96,00:00:03.203,0.0978703703704,0.0284567901235,0.0557201646091,0.0408333333333
97,00:00:03.236,0.215432098765,0.270925925926,0.229722222222,0.202808641975
98,00:00:03.269,0.114166666667,0.0211419753086,0.0593106995885,0.0426234567901
99,00:00:03.303,0.592037037037,0.345987654321,0.413775720165,0.303302469136
100,00:00:03.336,0.0862962962963,0.0189814814815,0.04670781893,0.0348456790123
101,00:00:03.370,0.174290123457,0.262314814815,0.208405349794,0.188611111111
102,00:00:03.403,0.00922839506173,0.0109259259259,0.0107201646091,0.0120061728395
103,00:00:03.436,0.19487654321,0.286172839506,0.232417695473,0.216203703704
104,00:00:03.470,0.000555555555556,0.00376543209877,0.00229423868313,0.00256172839506
105,00:00:03.503,0.31537037037,0.482191358025,0.370308641975,0.313364197531
106,00:00:03.536,0.0107098765432,0.00614197530864,0.007829218107,0.00663580246914
107,00:00:03.570,0.183827160494,0.275524691358,0.220740740741,0.20287037037
108,00:00:03.603,0.0372530864198,0.0208333333333,0.0303703703704,0.033024691358
109,00:00:03.636,0.74762345679,1.04580246914,0.80353909465,0.617191358025
110,00:00:03.670,0.0215740740741,0.017962962963,0.0213477366255,0.0245061728395
111,00:00:03.703,0.884104938272,1.20166666667,0.926440329218,0.693549382716
112,00:00:03.737,0.0783641975309,0.0182098765432,0.0421193415638,0.0297839506173
113,00:00:03.770,0.400802469136,0.633549382716,0.482366255144,0.41274691358
114,00:00:03.803,0.0324691358025,0.0192901234568,0.0231995884774,0.0178395061728
